run,game,llm,llm_color,result,move_number,color,move,actor,kind,first_violation_in_game,repeats_positions_after_moves,captured_stones,suicide_stones,log,line
arena_20260816_235957_455970_01f2f68b,10,gpt5.6-sol-low-codex-single,W,B+40.0,92,W,J4,llm,simple_ko,False,[90],1,0,log/arena_20260816_235957_455970_01f2f68b/llm_games.jsonl,10
arena_20260816_235957_455970_01f2f68b,10,gpt5.6-sol-low-codex-single,W,B+40.0,96,W,J4,llm,simple_ko,False,[94],1,0,log/arena_20260816_235957_455970_01f2f68b/llm_games.jsonl,10
arena_20260816_235957_455970_01f2f68b,10,gpt5.6-sol-low-codex-single,W,B+40.0,100,W,E9,llm,simple_ko,False,[98],1,0,log/arena_20260816_235957_455970_01f2f68b/llm_games.jsonl,10
arena_20260816_235957_455970_01f2f68b,10,gpt5.6-sol-low-codex-single,W,B+40.0,102,W,J4,llm,simple_ko,False,"[98, 100]",1,0,log/arena_20260816_235957_455970_01f2f68b/llm_games.jsonl,10
arena_20260816_235957_455970_01f2f68b,10,gpt5.6-sol-low-codex-single,W,B+40.0,108,W,E9,llm,simple_ko,False,"[105, 106]",1,0,log/arena_20260816_235957_455970_01f2f68b/llm_games.jsonl,10
arena_20260816_235957_455970_01f2f68b,10,gpt5.6-sol-low-codex-single,W,B+40.0,110,W,J4,llm,simple_ko,False,"[105, 106, 108]",1,0,log/arena_20260816_235957_455970_01f2f68b/llm_games.jsonl,10
arena_20260816_235957_455970_01f2f68b,10,gpt5.6-sol-low-codex-single,W,B+40.0,112,W,B3,llm,simple_ko,False,"[105, 106, 108, 110]",1,0,log/arena_20260816_235957_455970_01f2f68b/llm_games.jsonl,10
arena_20260816_235957_455970_01f2f68b,10,gpt5.6-sol-low-codex-single,W,B+40.0,116,W,B3,llm,simple_ko,False,[114],1,0,log/arena_20260816_235957_455970_01f2f68b/llm_games.jsonl,10
arena_20260816_235957_455970_01f2f68b,10,gpt5.6-sol-low-codex-single,W,B+40.0,118,W,J4,llm,simple_ko,False,"[114, 116]",1,0,log/arena_20260816_235957_455970_01f2f68b/llm_games.jsonl,10
arena_20260816_235957_455970_01f2f68b,10,gpt5.6-sol-low-codex-single,W,B+40.0,120,W,E9,llm,simple_ko,False,"[114, 116, 118]",1,0,log/arena_20260816_235957_455970_01f2f68b/llm_games.jsonl,10
arena_20260816_235957_455970_01f2f68b,10,gpt5.6-sol-low-codex-single,W,B+40.0,124,W,E9,llm,simple_ko,False,[122],1,0,log/arena_20260816_235957_455970_01f2f68b/llm_games.jsonl,10
arena_20260816_235957_455970_01f2f68b,10,gpt5.6-sol-low-codex-single,W,B+40.0,126,W,J4,llm,simple_ko,False,"[122, 124]",1,0,log/arena_20260816_235957_455970_01f2f68b/llm_games.jsonl,10
arena_20260816_235957_455970_01f2f68b,10,gpt5.6-sol-low-codex-single,W,B+40.0,130,W,J4,llm,simple_ko,False,"[127, 128]",1,0,log/arena_20260816_235957_455970_01f2f68b/llm_games.jsonl,10
arena_20260816_235957_455970_01f2f68b,10,gpt5.6-sol-low-codex-single,W,B+40.0,132,W,E9,llm,simple_ko,False,"[127, 128, 130]",1,0,log/arena_20260816_235957_455970_01f2f68b/llm_games.jsonl,10
arena_20260816_235957_455970_01f2f68b,10,gpt5.6-sol-low-codex-single,W,B+40.0,136,W,E9,llm,simple_ko,False,[134],1,0,log/arena_20260816_235957_455970_01f2f68b/llm_games.jsonl,10
arena_20260816_235957_455970_01f2f68b,10,gpt5.6-sol-low-codex-single,W,B+40.0,138,W,J4,llm,simple_ko,False,"[134, 136]",1,0,log/arena_20260816_235957_455970_01f2f68b/llm_games.jsonl,10
arena_20260816_235957_455970_01f2f68b,10,gpt5.6-sol-low-codex-single,W,B+40.0,142,W,J4,llm,simple_ko,False,"[139, 140]",1,0,log/arena_20260816_235957_455970_01f2f68b/llm_games.jsonl,10
arena_20260816_235957_455970_01f2f68b,10,gpt5.6-sol-low-codex-single,W,B+40.0,144,W,E9,llm,simple_ko,False,"[139, 140, 142]",1,0,log/arena_20260816_235957_455970_01f2f68b/llm_games.jsonl,10
arena_20260816_235957_455970_01f2f68b,11,gpt5.6-sol-low-codex-single,B,B+4.0,27,B,C5,llm,simple_ko,True,[25],1,0,log/arena_20260816_235957_455970_01f2f68b/llm_games.jsonl,11
arena_20260816_235957_455970_01f2f68b,11,gpt5.6-sol-low-codex-single,B,B+4.0,31,B,C5,llm,simple_ko,False,[29],1,0,log/arena_20260816_235957_455970_01f2f68b/llm_games.jsonl,11
arena_20260816_235957_455970_01f2f68b,11,gpt5.6-sol-low-codex-single,B,B+4.0,35,B,C5,llm,simple_ko,False,[33],1,0,log/arena_20260816_235957_455970_01f2f68b/llm_games.jsonl,11
arena_20260816_235957_455970_01f2f68b,11,gpt5.6-sol-low-codex-single,B,B+4.0,39,B,C5,llm,simple_ko,False,[37],1,0,log/arena_20260816_235957_455970_01f2f68b/llm_games.jsonl,11
arena_20260816_235957_455970_01f2f68b,12,gpt5.6-sol-low-codex-single,W,W+8.0,50,W,G8,llm,simple_ko,True,[48],1,0,log/arena_20260816_235957_455970_01f2f68b/llm_games.jsonl,12
arena_20260817_000316_430979_943e7b31,5,gpt5.6-luna-low-codex-single,B,B+R,47,B,B5,llm,simple_ko,True,[45],1,0,log/arena_20260817_000316_430979_943e7b31/llm_games.jsonl,5
arena_20260817_000316_430979_943e7b31,5,gpt5.6-luna-low-codex-single,B,B+R,65,B,B5,llm,simple_ko,False,[63],1,0,log/arena_20260817_000316_430979_943e7b31/llm_games.jsonl,5
arena_20260817_000316_430979_943e7b31,5,gpt5.6-luna-low-codex-single,B,B+R,69,B,B5,llm,simple_ko,False,[67],1,0,log/arena_20260817_000316_430979_943e7b31/llm_games.jsonl,5
arena_20260817_000316_430979_943e7b31,7,gpt5.6-luna-low-codex-single,B,W+88.0,29,B,D4,llm,simple_ko,True,[27],1,0,log/arena_20260817_000316_430979_943e7b31/llm_games.jsonl,7
arena_20260817_000316_430979_943e7b31,7,gpt5.6-luna-low-codex-single,B,W+88.0,39,B,D4,llm,simple_ko,False,[37],1,0,log/arena_20260817_000316_430979_943e7b31/llm_games.jsonl,7
arena_20260817_000316_430979_943e7b31,7,gpt5.6-luna-low-codex-single,B,W+88.0,43,B,D4,llm,simple_ko,False,[41],1,0,log/arena_20260817_000316_430979_943e7b31/llm_games.jsonl,7
arena_20260817_000316_430979_943e7b31,11,gpt5.6-luna-low-codex-single,B,0,63,B,B4,llm,simple_ko,True,[61],1,0,log/arena_20260817_000316_430979_943e7b31/llm_games.jsonl,11
arena_20260817_000316_430979_943e7b31,12,gpt5.6-luna-low-codex-single,W,W+R,366,W,E4,llm,simple_ko,True,[364],1,0,log/arena_20260817_000316_430979_943e7b31/llm_games.jsonl,12
arena_20260817_052814_571091_83fe9770,7,gpt5.6-luna-high-codex-single,B,W+24.0,13,B,E5,llm,simple_ko,True,[11],1,0,log/arena_20260817_052814_571091_83fe9770/llm_games.jsonl,7
arena_20260817_052814_571091_83fe9770,7,gpt5.6-luna-high-codex-single,B,W+24.0,17,B,E5,llm,simple_ko,False,[15],1,0,log/arena_20260817_052814_571091_83fe9770/llm_games.jsonl,7
arena_20260817_052814_571091_83fe9770,7,gpt5.6-luna-high-codex-single,B,W+24.0,27,B,E5,llm,simple_ko,False,[25],1,0,log/arena_20260817_052814_571091_83fe9770/llm_games.jsonl,7
arena_20260817_052814_571091_83fe9770,10,gpt5.6-luna-high-codex-single,W,0,88,W,C1,llm,simple_ko,True,[86],1,0,log/arena_20260817_052814_571091_83fe9770/llm_games.jsonl,10
arena_20260817_052814_571091_83fe9770,10,gpt5.6-luna-high-codex-single,W,0,92,W,C1,llm,simple_ko,False,[90],1,0,log/arena_20260817_052814_571091_83fe9770/llm_games.jsonl,10
arena_20260817_052814_571091_83fe9770,13,gpt5.6-luna-high-codex-single,B,W+88.0,75,B,C8,llm,simple_ko,True,[73],1,0,log/arena_20260817_052814_571091_83fe9770/llm_games.jsonl,13
arena_20260817_052838_126442_c39efeda,1,gpt5.6-luna-high-codex-multi,B,B+R,57,B,F6,llm,simple_ko,True,[55],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,1
arena_20260817_052838_126442_c39efeda,1,gpt5.6-luna-high-codex-multi,B,B+R,71,B,D8,llm,simple_ko,False,[69],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,1
arena_20260817_052838_126442_c39efeda,1,gpt5.6-luna-high-codex-multi,B,B+R,77,B,D8,llm,simple_ko,False,[75],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,1
arena_20260817_052838_126442_c39efeda,1,gpt5.6-luna-high-codex-multi,B,B+R,81,B,D8,llm,simple_ko,False,[79],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,1
arena_20260817_052838_126442_c39efeda,2,gpt5.6-luna-high-codex-multi,W,B+24.0,84,W,G3,llm,simple_ko,True,[82],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,2
arena_20260817_052838_126442_c39efeda,2,gpt5.6-luna-high-codex-multi,W,B+24.0,88,W,G3,llm,simple_ko,False,[86],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,2
arena_20260817_052838_126442_c39efeda,2,gpt5.6-luna-high-codex-multi,W,B+24.0,94,W,G3,llm,simple_ko,False,[92],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,2
arena_20260817_052838_126442_c39efeda,2,gpt5.6-luna-high-codex-multi,W,B+24.0,96,W,E1,llm,simple_ko,False,"[92, 94]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,2
arena_20260817_052838_126442_c39efeda,2,gpt5.6-luna-high-codex-multi,W,B+24.0,100,W,E1,llm,simple_ko,False,[98],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,2
arena_20260817_052838_126442_c39efeda,2,gpt5.6-luna-high-codex-multi,W,B+24.0,102,W,G3,llm,simple_ko,False,"[98, 100]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,2
arena_20260817_052838_126442_c39efeda,2,gpt5.6-luna-high-codex-multi,W,B+24.0,106,W,G3,llm,simple_ko,False,[104],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,2
arena_20260817_052838_126442_c39efeda,2,gpt5.6-luna-high-codex-multi,W,B+24.0,134,W,C5,llm,simple_ko,False,"[131, 132]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,2
arena_20260817_052838_126442_c39efeda,2,gpt5.6-luna-high-codex-multi,W,B+24.0,138,W,E1,llm,simple_ko,False,"[135, 136]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,2
arena_20260817_052838_126442_c39efeda,2,gpt5.6-luna-high-codex-multi,W,B+24.0,142,W,C5,llm,simple_ko,False,[140],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,2
arena_20260817_052838_126442_c39efeda,2,gpt5.6-luna-high-codex-multi,W,B+24.0,150,W,C5,llm,simple_ko,False,[148],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,2
arena_20260817_052838_126442_c39efeda,2,gpt5.6-luna-high-codex-multi,W,B+24.0,154,W,C5,llm,simple_ko,False,[152],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,2
arena_20260817_052838_126442_c39efeda,2,gpt5.6-luna-high-codex-multi,W,B+24.0,158,W,J3,llm,simple_ko,False,"[155, 156]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,2
arena_20260817_052838_126442_c39efeda,2,gpt5.6-luna-high-codex-multi,W,B+24.0,166,W,E1,llm,simple_ko,False,"[163, 164]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,2
arena_20260817_052838_126442_c39efeda,2,gpt5.6-luna-high-codex-multi,W,B+24.0,168,W,C5,llm,simple_ko,False,"[163, 164, 166]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,2
arena_20260817_052838_126442_c39efeda,2,gpt5.6-luna-high-codex-multi,W,B+24.0,172,W,C5,llm,simple_ko,False,"[169, 170]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,2
arena_20260817_052838_126442_c39efeda,2,gpt5.6-luna-high-codex-multi,W,B+24.0,176,W,E1,llm,simple_ko,False,"[173, 174]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,2
arena_20260817_052838_126442_c39efeda,2,gpt5.6-luna-high-codex-multi,W,B+24.0,178,W,C5,llm,simple_ko,False,"[173, 174, 176]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,2
arena_20260817_052838_126442_c39efeda,3,gpt5.6-luna-high-codex-multi,B,B+1.0,69,B,F2,llm,simple_ko,True,[67],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,3
arena_20260817_052838_126442_c39efeda,3,gpt5.6-luna-high-codex-multi,B,B+1.0,75,B,C3,llm,simple_ko,False,[73],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,3
arena_20260817_052838_126442_c39efeda,3,gpt5.6-luna-high-codex-multi,B,B+1.0,79,B,C3,llm,simple_ko,False,[77],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,3
arena_20260817_052838_126442_c39efeda,3,gpt5.6-luna-high-codex-multi,B,B+1.0,81,B,J3,llm,simple_ko,False,"[77, 79]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,3
arena_20260817_052838_126442_c39efeda,3,gpt5.6-luna-high-codex-multi,B,B+1.0,83,B,F2,llm,simple_ko,False,"[77, 79, 81]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,3
arena_20260817_052838_126442_c39efeda,3,gpt5.6-luna-high-codex-multi,B,B+1.0,85,B,J8,llm,simple_ko,False,"[77, 79, 81, 83]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,3
arena_20260817_052838_126442_c39efeda,3,gpt5.6-luna-high-codex-multi,B,B+1.0,89,B,C3,llm,simple_ko,False,[87],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,3
arena_20260817_052838_126442_c39efeda,3,gpt5.6-luna-high-codex-multi,B,B+1.0,93,B,C3,llm,simple_ko,False,[91],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,3
arena_20260817_052838_126442_c39efeda,3,gpt5.6-luna-high-codex-multi,B,B+1.0,95,B,F2,llm,simple_ko,False,"[91, 93]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,3
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,43,B,G5,llm,simple_ko,True,[41],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,47,B,G5,llm,simple_ko,False,[45],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,65,B,F8,llm,simple_ko,False,[63],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,81,B,F8,llm,simple_ko,False,[79],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,91,B,F8,llm,simple_ko,False,[89],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,95,B,F8,llm,simple_ko,False,[93],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,103,B,G9,llm,simple_ko,False,[101],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,107,B,G9,llm,simple_ko,False,[105],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,109,B,J3,llm,simple_ko,False,"[105, 107]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,113,B,J3,llm,simple_ko,False,[111],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,117,B,J3,llm,simple_ko,False,[115],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,121,B,G9,llm,simple_ko,False,[119],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,123,B,J3,llm,simple_ko,False,"[119, 121]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,127,B,G9,llm,simple_ko,False,[125],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,129,B,J3,llm,simple_ko,False,"[125, 127]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,137,B,J3,llm,simple_ko,False,[135],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,141,B,J3,llm,simple_ko,False,[139],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,143,B,G9,llm,simple_ko,False,"[139, 141]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,149,B,G9,llm,simple_ko,False,[147],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,151,B,J3,llm,simple_ko,False,"[147, 149]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,155,B,J3,llm,simple_ko,False,[153],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,159,B,G9,llm,simple_ko,False,[157],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,161,B,J3,llm,simple_ko,False,"[157, 159]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,165,B,G9,llm,simple_ko,False,[163],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,167,B,J3,llm,simple_ko,False,"[163, 165]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,171,B,J3,llm,simple_ko,False,[169],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,173,B,G9,llm,simple_ko,False,"[169, 171]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,177,B,J3,llm,simple_ko,False,[175],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,179,B,G9,llm,simple_ko,False,"[175, 177]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,183,B,J3,llm,simple_ko,False,[181],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,185,B,G9,llm,simple_ko,False,"[181, 183]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,189,B,J3,llm,simple_ko,False,[187],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,191,B,G9,llm,simple_ko,False,"[187, 189]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,195,B,J3,llm,simple_ko,False,[193],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,197,B,G9,llm,simple_ko,False,"[193, 195]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,201,B,G9,llm,simple_ko,False,[199],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,203,B,J3,llm,simple_ko,False,"[199, 201]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,207,B,J3,llm,simple_ko,False,[205],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,217,B,J7,llm,simple_ko,False,"[214, 215]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,221,B,J7,llm,simple_ko,False,"[218, 219]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,225,B,J7,llm,simple_ko,False,"[222, 223]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,227,B,G9,llm,simple_ko,False,"[222, 223, 225]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,233,B,J7,llm,simple_ko,False,"[230, 231]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,237,B,J7,llm,simple_ko,False,"[234, 235]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,239,B,G9,llm,simple_ko,False,"[234, 235, 237]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,243,B,G9,llm,simple_ko,False,"[240, 241]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,245,B,J7,llm,simple_ko,False,"[240, 241, 243]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,249,B,G9,llm,simple_ko,False,"[246, 247]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,251,B,J7,llm,simple_ko,False,"[246, 247, 249]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,257,B,G9,llm,simple_ko,False,"[254, 255]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,259,B,J7,llm,simple_ko,False,"[254, 255, 257]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,263,B,J7,llm,simple_ko,False,"[260, 261]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,265,B,G9,llm,simple_ko,False,"[260, 261, 263]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,269,B,J7,llm,simple_ko,False,"[266, 267]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,5,gpt5.6-luna-high-codex-multi,B,W+76.0,271,B,G9,llm,simple_ko,False,"[266, 267, 269]",1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,5
arena_20260817_052838_126442_c39efeda,7,gpt5.6-luna-high-codex-multi,B,B+R,41,B,F6,llm,simple_ko,True,[39],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,7
arena_20260817_052838_126442_c39efeda,8,gpt5.6-luna-high-codex-multi,W,W+6.0,60,W,F9,llm,simple_ko,True,[58],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,8
arena_20260817_052838_126442_c39efeda,8,gpt5.6-luna-high-codex-multi,W,W+6.0,64,W,F9,llm,simple_ko,False,[62],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,8
arena_20260817_052838_126442_c39efeda,8,gpt5.6-luna-high-codex-multi,W,W+6.0,70,W,G2,llm,simple_ko,False,[68],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,8
arena_20260817_052838_126442_c39efeda,8,gpt5.6-luna-high-codex-multi,W,W+6.0,74,W,G2,llm,simple_ko,False,[72],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,8
arena_20260817_052838_126442_c39efeda,8,gpt5.6-luna-high-codex-multi,W,W+6.0,78,W,G2,llm,simple_ko,False,[76],1,0,log/arena_20260817_052838_126442_c39efeda/llm_games.jsonl,8
